,instant,dteday,season,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_encoding,temp_interval,temp_interval_num,hum_interval,hum_interval_num,temp_interval_ord,hum_very_low,hum_low,hum_medium,hum_high,hum_very_high,wind_interval,wind_num_encoding
407,408,2019-12-02,autumn,1,2,12,0,0,0,1,5.2,5.1,46.5,27.417204,73,1456,1529,2,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,high,1
408,409,2019-02-13,winter,1,2,13,0,1,1,1,9.1,11.4,41.1,11.207961,94,3328,3422,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
409,410,2019-02-14,winter,1,2,14,0,2,1,2,13.1,16.7,50.9,9.458993,135,3787,3922,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
410,411,2019-02-15,winter,1,2,15,0,3,1,1,14.3,17.6,53.1,12.1672,141,4028,4169,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
411,412,2019-02-16,winter,1,2,16,0,4,1,2,13.0,16.5,75.3,6.125475,74,2931,3005,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
412,413,2019-02-17,winter,1,2,17,0,5,1,1,14.1,17.6,63.5,13.791682,349,3805,4154,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
413,414,2019-02-18,winter,1,2,18,0,6,0,1,14.2,17.8,53.5,12.792243,1435,2883,4318,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
414,415,2019-02-19,winter,1,2,19,0,0,0,2,11.5,13.3,51.6,16.958504,618,2071,2689,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
415,416,2019-02-20,winter,1,2,20,1,1,0,1,11.5,13.7,50.8,15.348561,502,2627,3129,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
416,417,2019-02-21,winter,1,2,21,0,2,1,1,11.8,14.8,59.4,13.783039,163,3614,3777,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
417,418,2019-02-22,winter,1,2,22,0,3,1,1,16.2,19.6,56.8,15.709557,394,4379,4773,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
418,419,2019-02-23,winter,1,2,23,0,4,1,1,18.6,22.2,55.5,12.791171,516,4546,5062,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
419,420,2019-02-24,winter,1,2,24,0,5,1,2,16.7,20.5,73.8,15.916989,246,3241,3487,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
420,421,2019-02-25,winter,1,2,25,0,6,0,1,11.9,12.8,39.6,28.250014,317,2415,2732,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_high,1
421,422,2019-02-26,winter,1,2,26,0,0,0,1,11.4,13.4,41.0,13.750343,515,2874,3389,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
422,423,2019-02-27,winter,1,2,27,0,1,1,1,15.0,17.9,49.1,17.958211,253,4069,4322,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
423,424,2019-02-28,winter,1,2,28,0,2,1,1,14.7,17.7,39.6,12.958939,229,4134,4363,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
424,425,2019-01-03,winter,1,3,01,0,4,1,1,19.9,23.8,61.5,15.208129,325,4665,4990,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
425,426,2019-02-03,winter,1,3,02,0,5,1,2,14.5,18.0,65.7,9.708568,246,2948,3194,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
426,427,2019-03-03,winter,1,3,03,0,6,0,2,17.0,20.7,62.1,10.792293,956,3110,4066,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
427,428,2019-04-03,spring,1,3,04,0,0,0,1,13.4,15.2,40.3,22.416257,710,2713,3423,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
428,429,2019-05-03,spring,1,3,05,0,1,1,1,10.0,12.1,50.6,15.333486,203,3130,3333,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
429,430,2019-06-03,spring,1,3,06,0,2,1,1,10.6,12.8,45.7,13.458625,221,3735,3956,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
430,431,2019-07-03,summer,1,3,07,0,3,1,1,16.6,19.3,51.3,23.167193,432,4484,4916,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
431,432,2019-08-03,summer,1,3,08,0,4,1,1,21.6,26.2,56.8,29.584721,486,4896,5382,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_high,1
432,433,2019-09-03,summer,1,3,09,0,5,1,2,16.8,19.9,40.7,27.7916,447,4122,4569,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_high,1
433,434,2019-10-03,autumn,1,3,10,0,6,0,1,11.8,13.9,35.0,15.12525,968,3150,4118,2,low,"(8.98, 15.56]",low,"(19.44, 38.88]",2,0,1,0,0,0,medium,2
434,435,2019-11-03,autumn,1,3,11,0,0,0,1,14.8,18.0,47.7,14.913329,1658,3253,4911,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
435,436,2019-12-03,autumn,1,3,12,0,1,1,1,19.1,23.0,48.9,13.916771,838,4460,5298,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
436,437,2019-03-13,winter,1,3,13,0,2,1,1,23.2,27.1,61.8,15.87565,762,5085,5847,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
437,438,2019-03-14,winter,1,3,14,0,3,1,1,23.5,27.4,50.7,7.709154,997,5315,6312,1,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
438,439,2019-03-15,winter,1,3,15,0,4,1,1,22.9,26.6,58.0,10.042161,1005,5187,6192,1,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
439,440,2019-03-16,winter,1,3,16,0,5,1,2,17.9,21.8,84.2,7.583864,548,3830,4378,1,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
440,441,2019-03-17,winter,1,3,17,0,6,0,2,21.1,25.3,75.6,7.417168,3155,4681,7836,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
441,442,2019-03-18,winter,1,3,18,0,0,0,2,19.4,23.2,81.0,8.501161,2207,3685,5892,1,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
442,443,2019-03-19,winter,1,3,19,0,1,1,1,22.3,26.6,72.9,10.875239,982,5171,6153,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
443,444,2019-03-20,winter,1,3,20,0,2,1,1,23.0,26.9,80.8,8.125157,1051,5042,6093,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
444,445,2019-03-21,winter,1,3,21,0,3,1,2,21.8,25.7,82.1,6.0004061,1122,5108,6230,1,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
445,446,2019-03-22,winter,1,3,22,0,4,1,1,22.7,26.6,83.1,7.876654,1334,5537,6871,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
446,447,2019-03-23,winter,1,3,23,0,5,1,2,24.7,28.5,69.4,7.7921,2469,5893,8362,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
447,448,2019-03-24,winter,1,3,24,0,6,0,2,20.6,24.3,88.5,12.916461,1033,2339,3372,1,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
448,449,2019-03-25,winter,1,3,25,0,0,0,2,17.9,21.9,88.1,14.791925,1532,3464,4996,1,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,medium,2
449,450,2019-03-26,winter,1,3,26,0,1,1,1,18.3,21.9,47.8,25.917007,795,4763,5558,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
450,451,2019-03-27,winter,1,3,27,0,2,1,1,13.3,15.8,29.0,12.541864,531,4571,5102,1,low,"(8.98, 15.56]",low,"(19.44, 38.88]",2,0,1,0,0,0,low,3
451,452,2019-03-28,winter,1,3,28,0,3,1,1,19.9,23.5,48.1,19.541957,674,5024,5698,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
452,453,2019-03-29,winter,1,3,29,0,4,1,1,20.3,24.1,43.9,21.41655,834,5299,6133,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
453,454,2019-03-30,winter,1,3,30,0,5,1,2,15.2,18.8,58.1,9.250489,796,4663,5459,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
454,455,2019-03-31,winter,1,3,31,0,6,0,2,17.4,21.1,73.8,16.791339,2301,3934,6235,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
455,456,2019-01-04,winter,1,4,01,0,0,0,2,17.5,20.9,67.6,11.541889,2347,3694,6041,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
456,457,2019-02-04,winter,1,4,02,0,1,1,1,17.8,21.4,50.4,20.913313,1208,4728,5936,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
457,458,2019-03-04,winter,1,4,03,0,2,1,1,19.1,23.1,39.7,6.708911,1348,5424,6772,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_low,4
458,459,2019-04-04,spring,1,4,04,0,3,1,1,22.2,26.7,47.0,12.125325,1058,5378,6436,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
459,460,2019-05-04,spring,1,4,05,0,4,1,1,17.8,21.6,37.4,14.708443,1192,5265,6457,3,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,medium,2
460,461,2019-06-04,spring,1,4,06,0,5,1,1,16.5,19.5,37.7,20.125996,1807,4653,6460,3,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,medium,2
461,462,2019-07-04,summer,1,4,07,0,6,0,1,17.9,21.3,25.4,18.416357,3252,3605,6857,4,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,medium,2
462,463,2019-08-04,summer,1,4,08,0,0,0,1,20.5,24.6,27.6,15.583932,2230,2939,5169,4,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,medium,2
463,464,2019-09-04,summer,1,4,09,0,1,1,1,20.1,23.8,31.8,23.999132,905,4680,5585,4,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,high,1
464,465,2019-10-04,autumn,1,4,10,0,2,1,1,18.3,21.8,43.5,16.708125,819,5099,5918,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
465,466,2019-11-04,autumn,1,4,11,0,3,1,1,14.3,16.9,47.0,19.783358,482,4380,4862,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
466,467,2019-12-04,autumn,1,4,12,0,4,1,1,16.3,19.4,46.6,19.458743,663,4746,5409,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
467,468,2019-04-13,spring,1,4,13,0,5,1,1,18.1,21.6,40.8,10.416557,1252,5146,6398,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
468,469,2019-04-14,spring,1,4,14,0,6,0,1,20.3,24.4,50.3,12.791439,2795,4665,7460,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
469,470,2019-04-15,spring,1,4,15,0,0,0,1,24.9,28.7,50.8,15.083643,2846,4286,7132,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
470,471,2019-04-16,spring,1,4,16,1,1,0,1,27.2,30.7,56.2,19.083543,1198,5172,6370,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
471,472,2019-04-17,spring,1,4,17,0,2,1,1,24.9,29.9,39.0,18.333143,989,5702,6691,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
472,473,2019-04-18,spring,1,4,18,0,3,1,2,19.0,22.9,56.9,11.250104,347,4020,4367,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
473,474,2019-04-19,spring,1,4,19,0,4,1,1,20.4,24.7,61.2,4.4172564,846,5719,6565,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
474,475,2019-04-20,spring,1,4,20,0,5,1,1,21.6,25.8,69.5,10.041357,1340,5950,7290,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
475,476,2019-04-21,spring,1,4,21,0,6,0,1,23.4,27.1,68.3,19.000329,2541,4083,6624,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
476,477,2019-04-22,spring,1,4,22,0,0,0,3,16.3,19.5,83.5,23.084582,120,907,1027,3,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,high,1
477,478,2019-04-23,spring,1,4,23,0,1,1,2,13.2,15.1,76.7,20.334232,195,3019,3214,3,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
478,479,2019-04-24,spring,1,4,24,0,2,1,1,16.9,20.3,45.4,16.708661,518,5115,5633,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
479,480,2019-04-25,spring,1,4,25,0,3,1,1,19.5,23.5,42.8,7.959064,655,5541,6196,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_low,4
480,481,2019-04-26,spring,1,4,26,0,4,1,2,20.4,24.2,75.7,11.833875,475,4551,5026,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
481,482,2019-04-27,spring,1,4,27,0,5,1,1,18.8,22.6,40.1,23.291411,1014,5219,6233,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
482,483,2019-04-28,spring,1,4,28,0,6,0,2,15.4,18.9,49.0,8.708325,1120,3100,4220,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
483,484,2019-04-29,spring,1,4,29,0,0,0,1,18.8,22.5,58.7,7.832836,2229,4075,6304,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
484,485,2019-04-30,spring,1,4,30,0,1,1,2,19.0,22.9,57.0,11.499746,665,4907,5572,3,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
485,486,2019-01-05,winter,1,5,01,0,2,1,2,25.1,28.9,66.0,10.458432,653,5087,5740,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
486,487,2019-02-05,winter,1,5,02,0,3,1,1,23.1,26.9,79.7,9.249886,667,5502,6169,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
487,488,2019-03-05,winter,1,5,03,0,4,1,2,23.0,26.9,76.8,8.957632,764,5657,6421,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
488,489,2019-04-05,spring,1,5,04,0,5,1,1,25.7,29.5,73.5,10.916846,1069,5227,6296,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
489,490,2019-05-05,spring,1,5,05,0,6,0,2,25.5,29.2,75.7,10.250464,2496,4387,6883,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
490,491,2019-06-05,spring,1,5,06,0,0,0,2,23.1,27.3,74.0,10.041893,2135,4224,6359,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
491,492,2019-07-05,summer,1,5,07,0,1,1,2,22.0,26.4,66.4,15.458307,1008,5265,6273,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
492,493,2019-08-05,summer,1,5,08,0,2,1,2,23.8,27.9,68.6,19.833943,738,4990,5728,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
493,494,2019-09-05,summer,1,5,09,0,3,1,2,23.6,27.7,74.4,14.499604,620,4097,4717,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
494,495,2019-10-05,autumn,1,5,10,0,4,1,1,20.7,24.6,55.2,21.042221,1026,5546,6572,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,high,1
495,496,2019-11-05,autumn,1,5,11,0,5,1,1,21.9,26.0,36.0,15.874779,1319,5711,7030,2,medium,"(15.56, 22.14]",low,"(19.44, 38.88]",3,0,1,0,0,0,medium,2
496,497,2019-12-05,autumn,1,5,12,0,6,0,1,23.1,27.2,48.0,8.249911,2622,4807,7429,2,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
497,498,2019-05-13,spring,1,5,13,0,0,0,1,25.1,29.3,57.6,15.082839,2172,3946,6118,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
498,499,2019-05-14,spring,1,5,14,0,1,1,2,23.5,27.5,79.0,14.250364,342,2501,2843,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
499,500,2019-05-15,spring,1,5,15,0,2,1,2,25.1,28.8,79.5,9.875264,625,4490,5115,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
500,501,2019-05-16,spring,1,5,16,0,3,1,1,26.1,29.8,69.8,8.208304,991,6433,7424,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
501,502,2019-05-17,spring,1,5,17,0,4,1,1,24.3,28.6,52.0,15.374825,1242,6142,7384,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
502,503,2019-05-18,spring,1,5,18,0,5,1,1,23.1,27.6,52.3,9.166739,1521,6118,7639,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
503,504,2019-05-19,spring,1,5,19,0,6,0,1,24.6,28.3,45.6,5.626325,3410,4884,8294,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
504,505,2019-05-20,spring,1,5,20,0,0,0,1,25.5,29.2,53.0,17.042589,2704,4425,7129,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
505,506,2019-05-21,spring,1,5,21,0,1,1,2,24.5,28.3,81.1,15.624668,630,3729,4359,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
506,507,2019-05-22,spring,1,5,22,0,2,1,2,25.2,29.0,76.6,7.917189,819,5254,6073,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
507,508,2019-05-23,spring,1,5,23,0,3,1,2,25.5,29.2,77.5,6.834,766,4494,5260,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
508,509,2019-05-24,spring,1,5,24,0,4,1,1,26.9,30.3,71.7,11.584032,1059,5711,6770,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
509,510,2019-05-25,spring,1,5,25,0,5,1,1,27.9,31.4,74.7,9.41685,1417,5317,6734,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
510,511,2019-05-26,spring,1,5,26,0,6,0,1,28.4,32.1,73.2,13.332464,2855,3681,6536,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
511,512,2019-05-27,spring,1,5,27,0,0,0,1,28.3,32.1,69.7,14.416457,3283,3308,6591,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
512,513,2019-05-28,spring,1,5,28,1,1,0,1,29.2,34.0,67.6,13.166907,2557,3486,6043,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
513,514,2019-05-29,spring,1,5,29,0,2,1,1,29.6,33.6,68.5,19.7918,880,4863,5743,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
514,515,2019-05-30,spring,1,5,30,0,3,1,2,26.9,30.6,67.0,9.000043,745,6110,6855,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
515,516,2019-05-31,spring,1,5,31,0,4,1,1,27.9,31.6,49.3,13.083693,1100,6238,7338,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
516,517,2019-01-06,winter,1,6,01,0,5,1,2,26.8,30.4,75.5,15.916721,533,3594,4127,1,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
517,518,2019-02-06,winter,1,6,02,0,6,0,1,23.9,28.3,54.9,12.499654,2795,5325,8120,1,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
518,519,2019-03-06,winter,1,6,03,0,0,0,1,24.7,28.8,49.3,12.333829,2494,5147,7641,1,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
519,520,2019-04-06,spring,1,6,04,0,1,1,1,24.5,28.9,48.7,19.083811,1071,5927,6998,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
520,521,2019-05-06,spring,1,6,05,0,2,1,2,22.2,26.3,61.3,14.041525,968,6033,7001,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
521,522,2019-06-06,spring,1,6,06,0,3,1,1,22.7,27.1,61.1,5.167375,1027,6028,7055,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
522,523,2019-07-06,summer,1,6,07,0,4,1,1,24.7,28.5,56.7,10.54245,1038,6456,7494,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
523,524,2019-08-06,summer,1,6,08,0,5,1,1,26.6,29.9,46.8,11.750661,1488,6248,7736,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
524,525,2019-09-06,summer,1,6,09,0,6,0,1,29.1,32.4,43.7,9.667229,2708,4790,7498,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
525,526,2019-10-06,autumn,1,6,10,0,0,0,1,29.8,33.2,53.8,8.959307,2224,4374,6598,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
526,527,2019-11-06,autumn,1,6,11,0,1,1,2,29.6,33.0,58.8,13.916771,1017,5647,6664,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
527,528,2019-12-06,autumn,1,6,12,0,2,1,2,26.8,29.9,83.3,14.374582,477,4495,4972,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
528,529,2019-06-13,spring,1,6,13,0,3,1,1,26.9,30.6,58.2,22.999693,1173,6248,7421,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,high,1
529,530,2019-06-14,spring,1,6,14,0,4,1,1,26.6,31.2,57.0,17.000111,1180,6183,7363,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
530,531,2019-06-15,spring,1,6,15,0,5,1,1,26.2,30.0,59.0,11.833339,1563,6102,7665,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
531,532,2019-06-16,spring,1,6,16,0,6,0,1,25.9,29.7,50.4,11.166689,2963,4739,7702,3,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
532,533,2019-06-17,spring,1,6,17,0,0,0,1,24.3,28.6,59.9,9.708568,2634,4344,6978,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
533,534,2019-06-18,spring,1,6,18,0,1,1,2,23.3,27.2,77.8,11.707982,653,4446,5099,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
534,535,2019-06-19,spring,1,6,19,0,2,1,1,28.2,32.7,69.0,9.917139,968,5857,6825,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
535,536,2019-06-20,spring,1,6,20,0,3,1,1,32.1,36.0,59.2,7.625404,872,5339,6211,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
536,537,2019-06-21,spring,1,6,21,0,4,1,1,33.0,37.6,56.8,7.958729,778,5127,5905,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,very_low,4
537,538,2019-06-22,spring,1,6,22,0,5,1,1,31.9,36.2,57.4,12.250414,964,4859,5823,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
538,539,2019-06-23,spring,1,6,23,0,6,0,1,30.0,32.6,53.5,12.041307,2657,4801,7458,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
539,540,2019-06-24,spring,1,6,24,0,0,0,1,30.5,33.7,47.9,9.750175,2551,4340,6891,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
540,541,2019-06-25,spring,1,6,25,0,1,1,1,29.3,32.7,50.4,20.125661,1139,5640,6779,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,medium,2
541,542,2019-06-26,spring,1,6,26,0,2,1,1,25.9,29.7,37.3,23.292014,1077,6365,7442,3,high,"(22.14, 28.72]",low,"(19.44, 38.88]",4,0,1,0,0,0,high,1
542,543,2019-06-27,spring,1,6,27,0,3,1,1,28.6,32.0,36.0,18.208925,1077,6258,7335,3,high,"(22.14, 28.72]",low,"(19.44, 38.88]",4,0,1,0,0,0,medium,2
